NAME_a,NAME_b,F0,ZZ,XX,YY,DISC_DATE,R_LUM,R_LUM14
J1919+1645,lcm13 ,1.776861748854,10,lcm13 ,0.16,4.20,5.09,2013,,4.68
J1919+1745,dcm+09 ,0.480458905198,3,nab+13 ,0.14,3.22,5.98,2009,,3.18
J1920-09,bbb+12 ,0.963391,0,bbb+12 ,-1.17,2.79,3.13,2012,,
J1920+1040,hfs+04 ,0.45130391517,4,hfs+04 ,-0.28,7.27,1.42,2004,,58.72
J1920+1110,mhl+02 ,1.96122339530,17,mhl+02 ,-0.13,4.43,4.25,2002,,14.70
B1918+26,dtws85 ,1.273039063907,6,hlk+04 ,0.18,1.48,7.65,1985,17.75,
J1921+0812,lfl+06 ,4.74724679867,3,lfl+06 ,-0.15,2.00,6.41,2006,,5.55
B1919+14,ht74 ,1.61764503697,3,hlk+04 ,0.00,2.12,6.66,1974,25.27,5.37
J1921+1544,lcm13 ,6.964967814769,10,lcm13 ,0.10,6.96,2.73,2013,,17.24
J1921+16,lbh+15 ,1.067885,0,lbh+15 ,0.08,4.14,5.09,2015,,
B1918+19,dls73 ,1.217974753651,8,hlk+04 ,0.20,3.49,5.96,1973,634.52,31.73
B1919+20,ht75b ,1.314610840274,18,lcx02 ,0.15,2.66,6.58,1975,24.90,
B1919+21,hbp+68 ,0.7477741603725,5,hlk+04 ,0.02,0.25,8.33,1968,5.13,1.69
J1921+42,slr+14 ,1.68010,5,slr+14 ,1.04,4.42,7.26,2014,179.69,
J1922+1131,lsb+17 ,1.77912424934,10,lsb+17 ,-0.29,7.64,1.32,2017,,14.31
J1922+1733,lcm13 ,4.234222321235,6,lcm13 ,0.12,4.23,5.21,2013,,33.24
B1920+20,ht75b ,0.852686908781,8,hlk+04 ,0.25,4.29,5.43,1975,105.94,
B1920+21,dls73 ,0.92770889396,4,hlk+04 ,0.20,3.28,6.22,1973,480.00,22.40
J1922+58,slr+14 ,1.88814,4,slr+14 ,1.75,5.08,8.47,2014,89.39,
B1921+17,ht75b ,1.82745464925,3,lcx02 ,0.07,3.12,6.04,1975,23.64,6.43
J1923+2515,lbr+13 ,263.9807142414004,10,abb+18 ,0.10,1.02,7.88,2013,,0.32
J1924+1628,lbh+15 ,2.666027,0,lbh+15 ,0.09,8.31,1.83,2015,,10.23
J1924+1631,nab+13 ,0.34069385843,3,nab+13 ,0.06,7.96,2.14,2013,,8.93
J1924+1639,lcm13 ,6.327395203976,9,lcm13 ,0.05,3.96,5.34,2013,,5.30
J1924+17,lbh+15 ,1.318513,0,lbh+15 ,0.14,8.36,1.90,2015,,
B1922+20,ht75b ,4.20538887,15,vms83 ,0.22,4.48,5.37,1975,119.68,
J1925-16,bbj+11 ,0.257347,14,bbj+11 ,-1.99,2.90,1.38,2011,,
J1925+1720,lbh+15 ,13.21720023548,20,lsb+17 ,0.05,4.00,5.40,2015,,1.79
J1925+19,lcm13 ,0.5218245,17,lcm13 ,0.21,6.71,3.57,2013,,
B1923+04,mlt+78 ,0.931030929202,3,hlk+04 ,-0.49,3.26,4.75,1978,547.80,
J1926+0737,emk+10 ,3.14404059506,12,eklk13 ,-0.65,6.02,2.21,2010,,8.38
J1926-1314,rsm+13 ,0.205580110280,5,rsm+13 ,-0.36,0.63,7.15,2013,,
B1924+14,ht74 ,0.754761428671,5,hlk+04 ,-0.10,4.32,4.86,1974,287.30,15.32
J1926+1613,lbh+15 ,3.243594,0,lbh+15 ,-0.00,1.19,7.55,2015,,
B1924+16,ht74 ,1.72466480135,11,hlk+04 ,0.01,4.72,4.79,1974,288.00,46.80
B1924+19,ht75b ,0.74293532495,5,lcx02 ,0.26,8.57,2.31,1975,89.55,
J1926+2016,lcm13 ,3.343678917802,8,lcm13 ,0.19,4.85,5.08,2013,,4.30
J1927+0911,lfl+06 ,3.44464999739,5,lfl+06 ,-0.71,7.74,0.82,2006,,19.11
B1925+18,ht75b ,2.07139573377,4,lcx02 ,0.09,4.27,5.36,1975,95.51,12.39
B1925+188,ht75b ,3.35217819248,5,lcx02 ,0.05,2.50,6.67,1975,21.14,5.29
B1925+22,ht75b ,0.698779588461,9,gr78 ,0.32,5.62,4.85,1975,270.14,
J1928+1443,lsb+17 ,0.98937514635,7,lsb+17 ,-0.07,2.37,6.53,2017,,1.61
J1928+15,dcm+09 ,2.481390,0,dcm+09 ,-0.10,4.45,4.85,2009,,
J1928+1746,cfl+06 ,14.54960127170,5,nab+13 ,0.01,3.46,5.88,2006,,5.26
J1928+1923,lcm13 ,1.223496304466,9,lcm13 ,0.19,8.59,2.32,2013,,71.53
J1929+00,cnst96 ,0.856971,3,cnst96 ,-0.18,0.76,7.51,1996,,
J1929+1357,lsf+17 ,1.15350009753,9,lsf+17 ,-0.15,3.63,5.41,2017,,50.06
J1929+16,lcm13 ,1.887929,8,lcm13 ,-0.01,0.60,8.03,2013,,
B1926+18,ht75b ,0.81935647438,6,lcx02 ,0.03,2.68,6.54,1975,18.74,
J1929+19,lcm13 ,2.947979,4,lcm13 ,0.12,9.43,1.69,2013,,
J1929+1955,lcm13 ,3.878495427659,5,lcm13 ,0.12,5.41,4.70,2013,,18.39
J1929+2121,lcm13 ,1.381981852502,4,lcm13 ,0.08,2.20,7.02,2013,,1.62
J1929+3817,kmk+18 ,1.228176467486,16,kmk+18 ,1.57,8.70,5.54,2018,,
J1929+62,slr+14 ,0.68681,4,slr+14 ,4.01,11.22,9.24,2014,199.59,
B1927+13,ht75b ,1.31573412922,16,gr78 ,-0.26,4.79,4.35,1975,200.98,7.24
J1930+14,lbh+15 ,2.349017,0,lbh+15 ,-0.20,4.53,4.67,2015,,1.41
J1930+17,lcm13 ,0.6212375,3,lcm13 ,-0.04,3.71,5.69,2013,,2.61
J1930-1852,srm+15 ,5.390249757313,3,srm+15 ,-0.58,0.65,6.70,2015,,
J1930+1852,clb+02 ,7.3070012560,5,clb+02 ,0.03,5.67,4.40,2002,,2.94
J1931+1439,lbh+15 ,0.56204228069,3,lsb+17 ,-0.21,4.72,4.61,2015,,3.00
B1929+15,ht74 ,3.18111287808,7,lcx02 ,-0.11,3.13,6.00,1974,19.30,5.79
J1931+1952,lcm13 ,1.995517617665,16,lcm13 ,0.08,7.89,3.00,2013,,11.66
J1931+30,cnst96 ,1.717841,9,cnst96 ,0.39,3.57,6.80,1996,,
B1929+10,lvw68 ,4.41466731644,8,hlk+04 ,-0.02,0.23,8.29,1968,29.12,2.76
J1932+1500,lsb+17 ,0.53638518841,3,lsb+17 ,-0.10,2.21,6.71,2017,,1.54
J1932+17,lbh+15 ,23.912004,0,lbh+15 ,-0.03,1.64,7.24,2015,,
J1932+1916,pga+13 ,4.8027301667,3,pga+13 ,0.00,0.00,8.50,2013,,
B1929+20,ht74 ,3.72831885206,7,hlk+04 ,0.06,4.12,5.67,1974,725.00,30.00
B1930+22,ht75b ,6.9218635401,10,hlk+04 ,0.30,9.17,2.62,1975,926.72,142.57
J1932-3655,lml+98 ,1.7500252713,4,dsb+98 ,-2.69,0.22,2.33,1998,407.64,31.71
J1933+0758,rtj+96 ,2.285952509570,11,clm+05 ,-1.08,7.84,0.62,1996,42.42,
B1930+13,ht75b ,1.077210400438,6,lcx02 ,-0.33,4.61,4.54,1975,74.18,15.58
J1933+1726,lbh+15 ,46.49598409213,3,sab+16 ,-0.07,3.26,6.06,2015,,0.66
B1931+24,stwd85 ,1.22896880609,10,hlk+04 ,0.19,3.99,6.15,1985,161.47,
J1933-6211,jbo+07 ,282.21231361528,2,gvo+17 ,-0.31,-0.25,7.99,2007,,0.97
J1934+19,lbh+15 ,4.329192,0,lbh+15 ,-0.02,2.54,6.70,2015,,0.97
J1934+2352,nab+13 ,5.6043908581,7,nab+13 ,0.39,10.45,2.21,2013,,9.23
J1935+1159,cha03 ,0.51552817782,4,bfrs18 ,-0.60,6.31,2.94,2003,71.06,12.08
B1933+16,dl70 ,2.787546496219,4,hlk+04 ,-0.14,2.93,6.25,1970,3312.98,791.28
J1935+1726,lcm13 ,238.0894677202,4,lcm13 ,-0.06,1.85,7.12,2013,,3.63
B1933+17,ht75b ,1.528098336216,3,lcx02 ,-0.11,3.91,5.63,1975,30.58,3.76
J1935+2025,lcm13 ,12.4815688643,10,lcm13 ,-0.00,3.82,5.93,2013,,10.58
J1935+2154,irz+14 ,0.3081683,10,irz+14 ,0.00,0.00,8.50,2014,,
J1935+52,slr+14 ,1.75936,6,slr+14 ,1.91,7.13,7.80,2014,170.22,
B1933+15,ht74 ,1.03376443187,4,gr78 ,-0.20,3.64,5.64,1974,42.87,
J1936+20,lbh+15 ,0.718969,0,lbh+15 ,-0.03,4.02,5.76,2015,,
J1936+21,lcm13 ,1.555374,5,lcm13 ,0.02,6.81,4.04,2013,,
J1937-00,dsm+13 ,4.164931,0,dsm+13 ,-0.63,2.12,5.78,2013,,
J1937+1505,hfs+04 ,0.34809564610,8,hfs+04 ,-0.34,5.05,4.50,2004,,5.41
B1935+25,dtws85 ,4.975614452810,4,hlk+04 ,0.11,2.50,7.10,1985,54.36,11.53
J1937+2950,jsb+09 ,0.603344173844,9,jsb+09 ,0.54,6.73,5.29,2009,,4.46
J1938+0650,fcwa95 ,0.891613746,4,lwf+04 ,-0.35,1.96,6.49,1995,25.63,
J1938+14,dsm+16 ,0.344529,0,dsm+16 ,-0.15,1.98,6.92,2016,,
J1938+2010,nab+13 ,1.45543065988,5,nab+13 ,-0.10,7.31,3.59,2013,,7.99
J1938+2012,lbh+15 ,379.63124577084,9,sab+16 ,-0.08,5.23,5.00,2015,,0.79
J1938+2213,cha03 ,6.01990518407,3,lcm13 ,0.02,2.90,6.68,2003,11.70,6.90
J1939+10,cnst96 ,0.433,6,cnst96 ,-0.34,2.63,6.14,1996,15.12,
B1937+21,bkh+82 ,641.92822458236,3,dcl+16 ,-0.02,2.95,6.62,1982,2940.00,161.70
B1937+24,sstd86 ,1.5496608915,5,hlk+04 ,0.17,6.17,4.96,1986,151.66,
J1939+66,slr+14 ,44.92241,11,slr+14 ,1.15,3.13,8.95,2014,23.71,
J1940+2245,lbh+15 ,3.86231620496,8,lsb+17 ,0.02,6.90,4.29,2015,,9.79
J1940+2337,nab+13 ,1.82874144354,3,nab+13 ,0.08,7.29,4.19,2013,,4.95
J1940-2403,lml+98 ,0.5390034,9,dsb+98 ,-2.26,1.61,2.83,1998,,
J1941+01,dsm+16 ,0.711881,0,dsm+16 ,-4.51,15.92,-10.24,2016,,
J1941+0121,blr+13 ,4.6015632504,3,blr+13 ,-0.39,1.36,6.88,2013,,
J1941+1026,nft95 ,1.10449166150,3,cn95 ,-0.85,5.89,3.20,1995,114.34,
J1941+1341,lfl+06 ,1.78863967224,4,lfl+06 ,-0.43,4.22,5.06,2006,,5.07
J1941+2525,nab+13 ,0.433622631017,4,nab+13 ,0.25,9.76,3.10,2013,,29.77
B1937-26,mlt+78 ,2.4822647836094,13,hlk+04 ,-1.32,0.79,5.29,1978,164.76,24.08
J1941+43,slr+14 ,1.18922,5,slr+14 ,1.11,6.22,7.05,2014,382.11,
B1939+17,ht75b ,1.43624051227,5,lcx02 ,-0.23,3.99,5.65,1975,67.50,
J1942+81,slr+14 ,4.91236,11,slr+14 ,1.47,2.92,9.76,2014,58.80,
J1943+0609,ebvb01 ,2.241015469291,16,ebvb01 ,-0.49,2.26,6.19,2001,,7.49
B1940-12,mlt+78 ,1.0283528703005,18,hlk+04 ,-0.35,0.53,7.48,1978,18.58,1.73
J1943+2210,skl+15 ,196.6887956594,2,skl+15 ,-0.09,5.78,4.95,2015,,1.84
J1944+0907,clm+05 ,192.8565208230049,5,abb+18 ,-0.16,0.89,7.68,2005,5.80,3.87
J1944-10,kkl+15 ,2.444181,6,kkl+15 ,-0.36,0.61,7.43,2015,,
B1941-17,mlt+78 ,1.188837612282,8,hlk+04 ,-1.37,1.48,4.91,1978,127.31,5.09
B1942+17,ht75b ,0.50077645051,3,lcx02 ,-0.26,3.99,5.70,1975,45.25,
J1944+2236,csl+12 ,276.3963275801,5,csl+12 ,-0.09,6.51,4.57,2012,,5.78
B1942-00,mlt+78 ,0.956359000718,6,hlk+04 ,-0.67,1.92,6.09,1978,59.91,7.99
J1945+07,dsm+13 ,0.931185,0,dsm+13 ,-0.39,1.82,6.73,2013,,
B1943+18,ht75b ,0.93570955660,4,lcx02 ,-0.38,6.06,4.35,1975,65.00,
J1946-1312,jbo+09 ,2.03307615879,3,jbo+09 ,-1.39,1.93,4.73,2009,,5.97
J1946+14,dsm+16 ,0.438128,0,dsm+16 ,-0.19,1.65,7.23,2016,,
B1944+17,vl70 ,2.269537144722,4,hlk+04 ,-0.02,0.25,8.33,1970,3.60,0.90
J1946+2052,sfc+18 ,58.9616546384,5,sfc+18 ,-0.12,2.96,6.62,2018,,0.76
B1944+22,ht75b ,0.74937248031,3,gr78 ,-0.11,5.12,5.46,1975,106.21,6.12
J1946+24,dcm+09 ,0.211461,0,dcm+09 ,-0.03,3.74,6.37,2009,,
J1946+2535,nab+13 ,1.9411179295,3,nab+13 ,0.04,7.32,4.58,2013,,33.07
J1946+2611,nft95 ,2.2985321905,16,cn95 ,0.08,6.69,4.99,1995,85.73,39.84
B1943-29,mlt+78 ,1.042266043967,3,hlk+04 ,-1.28,0.55,5.71,1978,90.53,4.87
J1946+3417,bck+13 ,315.443563698779,8,bfk+17 ,0.57,6.50,6.04,2013,,14.09
J1946-5403,ckr+15 ,369.003690,0,ckr+15 ,-0.57,-0.28,7.54,2015,,
J1947+0915,ebvb01 ,0.67533626251,5,ebvb01 ,-0.72,3.77,5.07,2001,,5.30
J1947+10,cnst96 ,0.900135,3,cnst96 ,-1.38,8.12,1.44,1996,,
J1947+1957,nab+13 ,6.34886199737,17,nab+13 ,-0.31,5.68,4.81,2013,,3.68
J1947-4215,lml+98 ,0.5561522,4,dsb+98 ,-1.02,-0.10,6.55,1998,33.88,
J1947-43,bcm+15 ,5.526694,0,bcm+15 ,-0.76,-0.09,7.06,2015,,
J1948+2333,lsb+17 ,1.892677023884,6,lsb+17 ,-0.15,6.99,4.50,2017,,18.14
J1948+2551,nab+13 ,5.085776357868,11,nab+13 ,0.02,7.70,4.44,2013,,47.08
B1946+35,dl70 ,1.394095109822,6,hlk+04 ,0.67,7.19,5.98,1970,8485.76,485.74
J1949+2306,nab+13 ,0.757935555728,6,nab+13 ,-0.20,7.02,4.44,2013,,6.38
B1946-25,mlt+78 ,1.044259224797,4,hlk+04 ,-0.42,0.25,7.57,1978,5.73,0.44
J1949+3106,dfc+12 ,76.114023821963,3,dfc+12 ,0.33,6.86,5.57,2012,,12.83
J1950+05,cnst96 ,2.193300,15,cnst96 ,-0.72,2.73,5.75,1996,,
J1950+2414,kls+15 ,232.30014862462,14,kls+15 ,-0.15,6.36,4.99,2015,,6.29
J1951+1123,nft95 ,0.196306183979,8,cn95 ,-0.20,1.15,7.54,1995,2.74,
B1949+14,sstd86 ,3.63602406451,4,hlk+04 ,-0.18,1.25,7.54,1986,15.17,
J1952+2630,kla+11 ,48.233774295845,7,ltk+14 ,-0.07,8.97,3.98,2011,,8.57
B1951+32,kcb+88 ,25.2964792556,7,hlk+04 ,0.15,2.79,7.41,1988,63.00,9.00
J1953+1149,nft95 ,1.1738600935,3,cn95 ,-1.48,8.05,1.91,1995,243.01,
J1953+1846A,hrs+07 ,204.58,5,hrs+07 ,-0.48,5.00,5.22,2007,,2.12
J1953+2732,nab+13 ,0.749644859312,12,nab+13 ,0.01,6.84,5.19,2013,,6.06
J1953+67,slr+14 ,116.7484,3,slr+14 ,1.78,5.07,9.35,2014,50.31,
J1954+1021,kmk+18 ,0.476317455542,12,kmk+18 ,-0.67,3.22,5.76,2018,,
J1954+2407,lsb+17 ,5.17050861803,5,lsb+17 ,-0.14,3.67,6.50,2017,,1.75
J1954+2836,sdz+10 ,10.78643292,3,sdz+10 ,0.01,1.78,7.68,2010,,
B1952+29,dlp70 ,2.3436944112479,20,hlk+04 ,0.01,0.49,8.28,1970,1.92,2.33
J1954+3852,kmk+18 ,2.833395130464,9,kmk+18 ,0.46,4.47,7.22,2018,,
J1954+43,slr+14 ,0.72100,5,slr+14 ,1.39,9.65,6.53,2014,277.21,
J1955+2527,dfc+12 ,205.22225531037,7,dfc+12 ,-0.22,7.27,4.75,2012,,18.74
B1953+29,bbf83 ,163.0479129278624,14,abb+18 ,0.05,5.75,5.92,1983,595.35,43.66
B1953+50,dth78 ,1.9270125222336,18,hlk+04 ,0.44,2.14,8.31,1978,124.70,19.18
J1956+07,dsm+16 ,0.199502,0,dsm+16 ,-0.60,2.27,6.39,2016,,
J1956+0838,ebvb01 ,3.29043782203,8,ebvb01 ,-0.63,2.60,6.18,2001,,10.03
J1956-28,kkl+15 ,3.845941,9,kkl+15 ,-1.61,0.77,5.23,2015,,
J1957+2516,lbh+15 ,252.41973709737,7,sab+16 ,-0.09,2.36,7.28,2015,,0.14
J1957+2831,llc98 ,3.250099739409,17,hlk+04 ,-0.03,6.27,5.65,1998,,47.47
J1957+5033,sdz+10 ,2.668045340,2,sdz+10 ,0.26,1.33,8.37,2010,,
J1958+2846,aaa+09c ,3.4436537099,5,rkp+11 ,-0.01,1.78,7.70,2009,,
B1957+20,fst88 ,622.122030511927,12,aft94 ,-0.14,1.48,7.62,1988,59.86,1.20
J1959+3620,bck+13 ,2.46256179008,7,bck+13 ,0.65,10.36,5.22,2013,,47.44
J2001+42,slr+14 ,1.39051,5,slr+14 ,0.42,3.64,7.74,2014,282.55,
J2002+1637,nft95 ,3.616669443,3,cn95 ,-0.64,4.03,5.78,1995,9.60,
J2002+30,cnst96 ,2.370826,17,cnst96 ,-0.02,6.57,5.83,1996,,
B2000+32,cl86 ,1.4352133702,6,hlk+04 ,0.10,6.04,6.21,1986,229.52,50.08
B2000+40,stwd85 ,1.1048907965256,12,hlk+04 ,0.59,6.19,7.03,1985,2164.10,200.08
J2004+2653,lsb+17 ,1.50177520425,10,lsb+17 ,-0.34,6.95,5.27,2017,,3.53
B2002+31,dlp70 ,0.473649743674,7,hlk+04 ,0.00,7.47,5.63,1970,928.00,115.20
J2004+3429,bck+13 ,4.15019313335,18,bck+13 ,0.30,10.21,5.07,2013,,12.78
J2005-0020,mld+96 ,0.438661702026,7,hlk+04 ,-0.52,1.16,7.18,1996,26.79,2.34
J2005+3547,nab+13 ,1.625926649473,11,nab+13 ,0.52,12.93,4.44,2013,,45.97
J2005+3552,bck+13 ,3.2473552238,3,bck+13 ,0.55,13.98,4.15,2013,,45.07
B2003-08,mlt+78 ,1.721551635017,7,hlk+04 ,-0.59,0.90,7.17,1978,58.48,13.74
J2006+3102,nab+13 ,6.108913257,4,nab+13 ,-0.06,5.62,6.31,2013,,9.82
J2007+0809,ebvb01 ,3.0700804245,5,ebvb01 ,-0.67,2.24,6.56,2001,,
J2007+0910,clm+05 ,2.179908617664,3,clm+05 ,-0.57,1.97,6.85,2005,10.44,
J2007+20,kkl+15 ,0.2158,4,kkl+15 ,-0.43,3.27,6.59,2015,,
J2007+2722,kac+10 ,40.820677605083,15,akc+13 ,-0.33,6.46,5.58,2010,,105.86
J2007+3120,nab+13 ,1.64418162098,3,nab+13 ,-0.06,6.45,6.03,2013,,5.83
J2008+2513,nft95 ,1.69722951782,18,cn95 ,-0.29,3.61,6.74,1995,43.85,
J2009+3326,cfl+06 ,0.695232083547,10,nab+13 ,0.02,6.91,6.14,2006,,7.99
J2010-1323,jbo+07 ,191.4509120422516,3,abb+18 ,-0.46,0.52,7.57,2007,,2.15
J2010+2845,nab+13 ,1.7687552544064,19,nab+13 ,-0.28,6.06,5.95,2013,,18.62
J2010+3230,cfl+06 ,0.693266122835,5,nab+13 ,-0.11,12.26,4.13,2006,,20.00
J2011+3331,cfl+06 ,1.073268736517,5,nab+13 ,-0.01,8.15,5.75,2006,,28.40
J2012-2029,blr+13 ,1.83822897314,11,blr+13 ,-1.26,0.96,6.18,2013,,
J2013-0649,lbr+13 ,1.723581425221,11,lbr+13 ,-3.47,5.26,1.30,2013,,
J2013+3058,nab+13 ,3.622824896719,7,nab+13 ,-0.22,6.22,6.17,2013,,2.95
B2011+38,stwd85 ,4.344169168005,18,hlk+04 ,0.31,6.91,6.77,1985,1321.76,325.36
J2015+2524,nft95 ,0.43415985705,17,cn95 ,-0.08,0.79,8.13,1995,0.31,
J2016+1948,naf03 ,15.3987376281305,13,gsf+11 ,-0.33,1.86,7.45,2003,15.40,
J2017+0603,cgj+11 ,345.2781364654948,12,abb+18 ,-0.39,1.01,7.61,2011,,0.98
J2017+2043,naf03 ,1.861701334345,7,naf03 ,-0.61,3.66,6.50,2003,26.59,
J2017+3625,cwp+17 ,5.99703102436,3,cwp+17 ,0.00,0.00,8.50,2017,,
J2017+59,slr+14 ,2.47758,8,slr+14 ,0.88,3.84,8.75,2014,17.16,
B2016+28,csl68 ,1.7922641135652,20,hlk+04 ,-0.07,0.91,8.14,1968,301.57,28.81
J2018+3431,cfl+06 ,2.579552851210,6,nab+13 ,-0.10,6.35,6.56,2006,,10.58
J2019+2425,ntf93 ,254.160345592754,8,nss01 ,-0.13,1.04,8.01,1993,,
J2021+3651,rhr+02 ,9.6393948581,3,aaa+09d ,0.00,1.74,8.04,2002,,0.32
J2021+4026,aaa+09c ,3.7690668480,6,rkp+11 ,0.08,2.10,8.06,2009,,
B2020+28,fss73 ,2.912037613413,11,hlk+04 ,-0.17,1.95,7.75,1973,313.11,167.58
J2022+3842,agr+11 ,20.585119830,11,apk14 ,0.17,9.74,6.23,2011,,
B2021+51,dl70 ,1.88965575261,6,hlk+04 ,0.26,1.78,8.43,1970,249.48,87.48
B2022+50,dtws85 ,2.683706020472,16,hlk+04 ,0.27,2.04,8.39,1985,27.58,9.34
J2024+48,hrk+08 ,0.792393,0,hrk+08 ,0.48,4.51,8.08,2008,,
B2025+21,ht75b ,2.511471007883,13,lcx02 ,-1.72,9.09,3.97,1975,74.26,
J2027+4557,hrk+08 ,0.909379126021,5,jsb+09 ,0.69,8.91,7.46,2008,1150.20,108.54
J2027+74,slr+14 ,1.94088,6,slr+14 ,0.24,0.63,8.71,2014,1.21,
J2028+3332,pga+12 ,5.65907208453,2,pga+12 ,-0.00,0.00,8.50,2012,,
B2027+37,stwd85 ,0.821824599075,8,hlk+04 ,-0.07,5.62,7.19,1985,599.27,19.98
B2028+22,ht75b ,1.586011010670,9,hlk+04 ,-1.09,5.69,5.80,1975,204.16,
J2030+3641,ckr+12 ,4.99678736138,4,ckr+12 ,-0.17,6.75,6.83,2012,,7.25
J2030+4415,pga+12 ,4.4039248637,5,pga+12 ,0.00,0.00,8.50,2012,,
J2030+55,hrk+08 ,1.727116,0,hrk+08 ,0.55,3.39,8.56,2008,,
J2032+4127,aaa+09c ,6.980975,9,hnl+17 ,0.02,1.31,8.27,2009,,
J2033+0042,bb10 ,0.19946551219,4,lbr+13 ,-1.11,1.95,6.61,2010,,
J2033+1734,rtj+96 ,168.096677984487,5,abb+18 ,-0.40,1.48,7.67,1996,9.08,
J2033-1938,blr+13 ,0.78020219833,8,blr+13 ,-0.78,0.56,7.32,2013,,
J2036+2835,bck+13 ,0.735983147695,11,bck+13 ,-0.87,6.30,6.26,2013,,6.81
B2034+19,stwd85 ,0.48207243059,12,dtms88 ,-0.61,2.43,7.27,1985,15.57,
B2035+36,dtws85 ,1.61625282066,13,hlk+04 ,-0.24,4.72,7.39,1985,141.13,18.82
J2038+35,hrk+08 ,6.250000,0,hrk+08 ,-0.25,3.69,7.56,2008,,
J2038-3816,lml+98 ,0.63400036809,13,dsb+98 ,-2.15,0.19,5.63,1998,90.22,3.87
B2036+53,dtws85 ,0.701967086843,5,hlk+04 ,1.04,8.12,8.55,1985,207.94,20.12
J2040+1657,lxf+05 ,1.155259714038,6,lxf+05 ,-1.14,3.77,6.43,2005,11.88,
J2043+1711,hrm+11 ,420.1894432367018,5,abb+18 ,-0.41,1.33,7.79,2011,1.95,
J2043+2740,rtj+96 ,10.402518921,6,rtj+96 ,-0.24,1.38,8.01,1996,32.86,
J2043+7045,hrk+08 ,1.700680,0,hrk+08 ,1.15,3.62,9.48,2008,978.84,
J2044+4614,snk96 ,0.71802175405,11,snk96 ,0.33,8.92,7.79,1996,,
J2045+0912,clm+05 ,2.528092724179,4,clm+05 ,-0.85,1.90,7.19,2005,21.18,
J2045+3633,bcf+17 ,31.56382007686,1,bcf+17 ,-0.39,5.49,7.32,2017,,
B2043-04,mlt+78 ,0.6464382699590,7,hlk+04 ,-1.50,1.97,6.37,1978,213.86,18.18
B2044+15,mlt+78 ,0.8785140801273,9,hlk+04 ,-0.97,2.80,6.96,1978,128.29,18.96
B2045+56,dtws85 ,2.09760208735,3,hlk+04 ,0.65,4.28,8.81,1985,86.64,5.65
J2047+1053,rap+12 ,233.100233,0,rap+12 ,-0.94,2.20,7.07,2012,,
J2047+5029,jsb+09 ,2.242431224778,16,jsb+09 ,0.30,3.96,8.43,2009,,5.99
B2045-16,tv68 ,0.509795126164,3,hlk+04 ,-0.52,0.40,7.81,1968,104.69,19.85
J2048+2255,naf03 ,3.522355067817,13,naf03 ,-1.71,6.89,5.64,2003,105.34,
J2050+1259,naf03 ,0.8189874162,6,bfrs18 ,-1.92,4.74,5.70,2003,13.60,1.70
J2051-0827,sbl+96 ,221.796283653017,5,svf+16 ,-0.74,0.80,7.52,1996,47.54,6.05
J2052+1218,cck+16 ,502.512563,0,cck+16 ,-1.34,3.16,6.61,2016,,
J2053+1718,bfrs18 ,8.384495643240,8,bfrs18 ,-0.62,1.79,7.61,2018,,0.01
J2053+4650,bcf+17 ,79.45162290069,1,bcf+17 ,0.09,3.80,8.29,2017,,
B2048-72,mlt+78 ,2.92966262614,4,dmk+93 ,-0.59,-0.52,7.84,1978,30.77,6.37
B2053+21,stwd85 ,1.2267212728664,12,hlk+04 ,-0.76,2.69,7.40,1985,81.00,
J2055+2539,sdz+10 ,3.12929129,1,sdz+10 ,-0.13,0.57,8.30,2010,,
B2053+36,dbtb82 ,4.514517006178,5,hlk+04 ,-0.49,4.89,7.56,1982,700.00,65.00
J2102+38,hrk+08 ,0.840336,0,hrk+08 ,-0.45,4.54,7.79,2008,,
J2105+07,dsm+16 ,0.266907,0,dsm+16 ,-10.59,19.04,-3.77,2016,,
J2105+28,slr+14 ,2.46465,7,slr+14 ,-1.26,5.49,6.97,2014,293.31,
J2105+6223,kkl+15 ,0.433862285366,7,kkl+15 ,0.48,2.64,8.96,2015,,
J2108-3429,lml+98 ,0.70269040000,10,dsb+98 ,-2.60,0.48,5.67,1998,90.33,7.53
B2106+44,dls73 ,2.410390498047,3,hlk+04 ,-0.15,4.34,8.27,1973,491.98,102.18
J2111+2106,blr+13 ,0.25291785259,4,blr+13 ,-2.62,7.47,5.69,2013,,
J2111+40,hrk+08 ,0.246245,0,hrk+08 ,-0.51,5.22,7.93,2008,,
J2111+4606,pga+12 ,6.3359340865,4,pga+12 ,-0.00,0.00,8.50,2012,,
B2110+27,skk+80 ,0.8313576437031,8,hlk+04 ,-0.45,1.75,8.03,1980,62.94,3.85
B2111+46,dl70 ,0.985527729116,4,hlk+04 ,-0.09,4.00,8.43,1970,3680.00,304.00
J2113+67,slr+14 ,1.81104,3,slr+14 ,0.63,2.74,9.18,2014,8.35,
B2113+14,mlt+78 ,2.271936912618,7,hlk+04 ,-9.93,20.70,-1.39,1978,5625.00,500.00
J2122+54,slr+14 ,7.20120,7,slr+14 ,0.10,1.80,8.68,2014,11.14,
B2122+13,dtws85 ,1.440811162444,6,hlk+04 ,-1.19,2.32,7.46,1985,31.58,
J2124-3358,bjb+97 ,202.793893782574,6,rhc+16 ,-0.29,0.05,8.22,1997,2.86,0.61
B2123-67,mlt+78 ,3.0696382358,11,nmc81 ,-3.84,-2.55,4.66,1978,252.00,21.60
